COG1116	P
COG1115	E
COG1114	E
COG1113	E
COG1112	L
COG1111	L
COG1110	L
COG3443	P
COG1119	P
COG1118	P
COG1287	O
COG1286	S
COG1285	S
COG1284	S
COG1283	P
COG1282	C
COG1281	O
COG1280	E
COG0069	E
COG4381	X
COG1289	S
COG1288	R
COG4228	X
COG3442	R
COG4111	S
COG3938	E
COG5627	L
COG2008	E
COG2009	C
COG2000	R
COG2001	J
COG2002	KV
COG2003	L
COG2004	J
COG2005	K
COG2006	S
COG2007	J
COG3109	T
COG3633	E
COG3440	V
COG4883	S
COG4950	S
COG4951	S
COG4952	M
COG4953	M
COG4954	S
COG3375	R
COG4956	R
COG4957	K
COG4959	OU
COG4542	Q
COG3288	C
COG3634	V
COG3281	G
COG3280	G
COG3283	KE
COG3285	L
COG3284	K
COG3287	S
COG3286	S
COG2134	I
COG2135	O
COG2136	J
COG2137	O
COG2130	QR
COG2131	F
COG2132	DPM
COG2133	G
COG5607	S
COG5606	R
COG5605	C
COG2138	H
COG2139	J
COG3508	Q
COG3635	G
COG5373	S
COG3630	C
COG3631	R
COG2358	R
COG2359	S
COG2259	S
COG2258	S
COG3355	K
COG2606	J
COG3353	N
COG3352	N
COG3351	N
COG3350	S
COG2251	R
COG2250	S
COG2253	V
COG2252	F
COG2255	L
COG2254	V
COG2257	U
COG2256	L
COG3636	X
COG3637	M
COG1702	T
COG4603	R
COG1703	O
COG2350	R
COG1700	V
COG3931	E
COG2351	F
COG3038	C
COG1701	H
COG1706	N
COG3030	R
COG3031	U
COG3036	J
COG3037	G
COG3034	M
COG1707	R
COG4778	P
COG4779	P
COG3071	S
COG1704	S
COG4770	I
COG4771	P
COG4772	P
COG1705	MN
COG4774	P
COG4775	M
COG4776	K
COG2871	C
COG1858	O
COG1859	J
COG1856	R
COG1857	V
COG1854	T
COG1855	R
COG1852	S
COG1853	C
COG1850	G
COG1851	S
COG2872	J
COG0709	E
COG0708	L
COG0259	H
COG0258	L
COG0705	O
COG0704	P
COG0707	M
COG0706	M
COG0253	E
COG0252	JU
COG0251	V
COG0250	K
COG3726	S
COG3727	L
COG3724	E
COG3573	R
COG3722	K
COG3723	L
COG3720	P
COG3721	P
COG5634	S
COG4416	X
COG3728	X
COG3729	R
COG1319	C
COG2389	S
COG1318	K
COG2998	P
COG0659	P
COG1091	M
COG5440	S
COG5306	S
COG5307	R
COG5442	N
COG5304	K
COG2121	S
COG5305	S
COG3571	R
COG0419	L
COG0418	F
COG5447	S
COG0411	E
COG0410	E
COG0413	H
COG0412	Q
COG0415	L
COG1098	R
COG0417	L
COG0416	I
COG3612	S
COG3613	F
COG3610	S
COG1099	R
COG3616	E
COG3617	X
COG3614	T
COG3615	S
COG0158	G
COG3618	R
COG3619	S
COG4565	KT
COG3570	V
COG4567	TK
COG1314	U
COG0099	J
COG0098	J
COG0095	H
COG0094	J
COG0097	J
COG0096	J
COG0091	J
COG0090	J
COG0093	J
COG0092	J
COG0675	X
COG0674	C
COG0677	M
COG0676	G
COG0671	I
COG0670	R
COG0673	R
COG0672	P
COG1272	U
COG1273	L
COG1270	H
COG1271	C
COG0679	R
COG1277	O
COG1274	C
COG1275	V
COG0077	E
COG0076	E
COG0075	EF
COG0074	C
COG0073	J
COG0072	J
COG0071	O
COG0070	E
COG1074	L
COG1075	I
COG1076	O
COG1077	D
COG1070	G
COG1071	C
COG1072	H
COG0078	E
COG5665	K
COG4590	R
COG4315	S
COG1470	S
COG1471	J
COG1472	G
COG1473	R
COG1474	L
COG1475	D
COG1476	K
COG1477	H
COG1478	H
COG1479	S
COG3504	U
COG3505	U
COG3502	S
COG3503	S
COG3500	X
COG3501	UXR
COG5661	O
COG2929	S
COG2928	S
COG2927	L
COG2926	S
COG2925	L
COG2924	PO
COG2923	P
COG2922	S
COG2921	T
COG2920	P
COG1618	F
COG1619	M
COG3295	S
COG5599	T
COG5598	H
COG1610	S
COG1611	R
COG1612	H
COG1613	P
COG1614	C
COG1615	S
COG5591	S
COG1617	J
COG5351	S
COG3524	M
COG5353	S
COG5352	S
COG5354	R
COG4189	K
COG3525	G
COG4187	E
COG4186	R
COG4185	R
COG4801	R
COG3526	S
COG4181	Q
COG2813	J
COG2812	L
COG2811	C
COG2810	V
COG4345	S
COG2816	F
COG2815	M
COG2814	G
COG3520	U
COG2819	R
COG2818	L
COG4848	S
COG3521	U
COG3522	U
COG4735	S
COG3523	U
COG1104	E
COG1105	G
COG1106	R
COG1107	L
COG1100	R
COG1101	R
COG1102	F
COG1103	J
COG5416	S
COG2909	K
COG4849	R
COG4962	UW
COG1108	P
COG1109	G
COG1027	E
COG4731	S
COG1294	C
COG1295	S
COG1296	E
COG1297	S
COG1290	C
COG1291	N
COG1292	M
COG1293	J
COG3447	T
COG4733	X
COG1298	N
COG1299	G
COG3862	S
COG3445	H
COG4066	S
COG5660	T
COG2991	S
COG3444	G
COG1026	O
COG3623	G
COG4739	S
COG2035	S
COG2034	S
COG2037	C
COG2036	B
COG2031	I
COG2030	I
COG2033	C
COG2032	P
COG2039	O
COG2038	H
COG3622	G
COG4928	R
COG3296	S
COG3297	U
COG3294	R
COG3092	S
COG3292	T
COG3293	X
COG3290	T
COG3291	S
COG4813	G
COG4964	UW
COG4967	NW
COG4966	NW
COG4961	UW
COG4960	OT
COG3298	L
COG3299	X
COG5618	S
COG4819	E
COG5619	S
COG2101	K
COG2100	R
COG2103	M
COG2102	J
COG2105	R
COG2104	H
COG2107	R
COG1776	T
COG2109	H
COG2108	S
COG5616	R
COG2106	R
COG5610	R
COG5611	R
COG5612	S
COG5613	S
COG4810	E
COG2755	E
COG5615	S
COG4330	S
COG5570	S
COG3627	P
COG5617	S
COG1678	K
COG1770	E
COG2246	I
COG2247	M
COG2244	M
COG2245	S
COG2242	H
COG2243	H
COG2240	H
COG2241	H
COG2248	R
COG2249	R
COG3344	X
COG3345	G
COG3346	O
COG3347	G
COG3340	E
COG3341	R
COG3342	R
COG1918	P
COG1917	R
COG1916	S
COG1915	S
COG1914	P
COG1913	R
COG1912	H
COG1911	J
COG1910	P
COG1028	IQR
COG5108	K
COG3949	S
COG4332	S
COG3625	P
COG5014	R
COG4341	R
COG5375	S
COG4745	R
COG4744	S
COG4747	S
COG4166	E
COG4741	F
COG4740	R
COG4743	S
COG4742	K
COG4161	E
COG4749	S
COG4748	S
COG4987	CO
COG4986	P
COG4985	P
COG4984	S
COG4983	S
COG4982	I
COG4981	I
COG4980	R
COG4880	R
COG4548	P
COG4989	R
COG4988	CO
COG4334	S
COG1829	H
COG1828	F
COG4768	S
COG1823	E
COG1822	S
COG1821	R
COG1820	G
COG1827	KH
COG1826	U
COG1825	J
COG1824	P
COG2982	M
COG4674	R
COG0718	R
COG0719	O
COG0248	FTP
COG0249	L
COG0712	C
COG0713	C
COG0710	E
COG0711	C
COG0716	C
COG0717	F
COG0714	R
COG0715	P
COG3753	S
COG0741	M
COG3751	JO
COG3750	S
COG3757	M
COG3756	S
COG3755	S
COG0740	O
COG4402	S
COG4403	V
COG3759	S
COG3758	T
COG5652	S
COG0743	I
COG3509	Q
COG4405	S
COG3195	F
COG3194	F
COG3197	P
COG0742	J
COG3191	EQ
COG3190	N
COG3193	S
COG3192	E
COG0745	TK
COG3423	K
COG3199	F
COG3198	S
COG0296	G
COG4969	NW
COG3227	O
COG0747	E
COG0746	H
COG5010	UW
COG2975	O
COG0406	G
COG0407	H
COG0404	E
COG0405	E
COG0402	FR
COG0403	E
COG0400	R
COG0401	S
COG3942	M
COG4009	S
COG0408	H
COG0409	O
COG4576	QC
COG3226	K
COG4574	O
COG4575	J
COG3863	S
COG4573	G
COG4570	L
COG4007	R
COG5654	S
COG5011	S
COG4578	K
COG3507	G
COG3943	S
COG1720	J
COG2759	F
COG0088	J
COG0089	J
COG4815	S
COG5655	X
COG4887	S
COG0082	E
COG0083	E
COG0080	J
COG0081	J
COG0086	K
COG0087	J
COG0084	N
COG0085	K
COG0662	G
COG0663	R
COG0661	HT
COG0666	T
COG0667	R
COG0664	T
COG0665	E
COG5298	S
COG0668	M
COG0669	H
COG3224	R
COG1049	C
COG1048	C
COG0066	E
COG0067	E
COG0060	J
COG0061	F
COG0062	F
COG0063	F
COG1041	J
COG1040	R
COG1043	M
COG1042	C
COG1045	E
COG1044	M
COG1047	O
COG1594	K
COG4965	UW
COG3223	R
COG3089	S
COG3579	E
COG3088	CO
COG1449	G
COG1448	E
COG1445	G
COG1444	J
COG1447	G
COG1446	E
COG1441	H
COG1440	G
COG1443	I
COG1442	M
COG1625	C
COG1624	T
COG1627	S
COG1626	G
COG1621	G
COG1620	C
COG1623	T
COG1622	C
COG2935	O
COG2936	R
COG2937	I
COG1629	P
COG1628	R
COG2932	X
COG2933	J
COG5588	S
COG5589	S
COG5584	S
COG5585	T
COG5586	S
COG5587	S
COG5580	O
COG5581	N
COG5582	S
COG5583	S
COG4198	S
COG4199	L
COG5349	S
COG4194	S
COG4195	X
COG4196	S
COG3343	K
COG4190	K
COG4071	S
COG4192	T
COG4193	G
COG3407	I
COG2801	X
COG2802	S
COG3404	E
COG2804	NUW
COG2805	NW
COG3401	R
COG2807	P
COG2808	T
COG4357	S
COG4354	S
COG3084	S
COG4352	J
COG4353	S
COG1721	S
COG3408	G
COG3869	O
COG4814	S
COG1348	P
COG3349	R
COG1131	V
COG1133	I
COG0126	G
COG1135	E
COG1134	GM
COG1137	M
COG1136	M
COG1139	C
COG1138	CO
COG5554	Q
COG0120	G
COG3868	S
COG4077	S
COG4881	S
COG5018	R
COG1434	R
COG4656	C
COG1343	V
COG0686	E
COG1437	TR
COG5464	L
COG4076	R
COG0129	EG
COG4346	O
COG5019	DZ
COG0128	E
COG2022	H
COG2023	J
COG2020	O
COG2021	E
COG2026	V
COG1432	S
COG2024	J
COG2025	C
COG3659	M
COG2028	S
COG1433	O
COG4963	UW
COG3847	UW
COG5038	R
COG5039	GM
COG2718	R
COG4978	T
COG4074	C
COG4972	NW
COG4973	L
COG4970	NW
COG4926	X
COG4976	R
COG4977	K
COG4974	L
COG4975	G
COG3977	E
COG0046	F
COG3975	R
COG3973	L
COG3972	L
COG3971	Q
COG0047	F
COG4382	X
COG5255	S
COG0044	F
COG3979	G
COG3978	C
COG5628	R
COG0045	C
COG2118	R
COG2119	R
COG2116	P
COG0042	J
COG2114	T
COG2115	G
COG2112	T
COG2113	E
COG2110	J
COG0043	H
COG0040	E
COG0041	F
COG5297	G
COG3511	M
COG3354	N
COG3641	S
COG2233	F
COG2232	R
COG2231	R
COG2230	I
COG2237	S
COG2236	H
COG2235	E
COG2234	O
COG4208	P
COG2239	P
COG2238	J
COG3510	V
COG4209	G
COG3371	S
COG3370	S
COG3373	K
COG3372	R
COG1908	C
COG1909	S
COG3377	S
COG3376	P
COG1904	G
COG1905	C
COG1906	S
COG1907	R
COG1900	S
COG1901	J
COG1902	C
COG1903	H
COG4746	S
COG3228	T
COG4645	S
COG3832	S
COG4591	M
COG4322	S
COG3833	G
COG4200	S
COG4738	K
COG3382	R
COG3491	Q
COG4752	S
COG4753	TK
COG4750	MI
COG3831	K
COG4756	R
COG4757	R
COG4754	S
COG4755	S
COG3836	G
COG4758	S
COG4759	S
COG5074	U
COG3385	X
COG4994	S
COG2707	S
COG4996	R
COG4321	R
COG4990	S
COG4991	S
COG4992	E
COG2348	M
COG2346	P
COG2345	K
COG2344	K
COG2343	S
COG2342	G
COG2340	S
COG1838	C
COG1839	F
COG2704	G
COG3515	U
COG1830	G
COG1831	R
COG1832	R
COG1833	R
COG1834	E
COG1835	M
COG1836	S
COG1837	R
COG0279	G
COG0278	O
COG3839	G
COG3658	C
COG0271	T
COG0270	L
COG0272	L
COG0275	J
COG0274	F
COG0277	C
COG0276	H
COG3740	X
COG3656	S
COG3742	S
COG3743	L
COG3744	V
COG3514	S
COG3746	P
COG3657	V
COG3748	S
COG3749	S
COG4327	S
COG3182	S
COG3183	V
COG3180	R
COG3181	C
COG3186	E
COG3187	O
COG3184	S
COG3185	ER
COG3188	NW
COG3189	S
COG5642	S
COG4666	R
COG3517	U
COG4667	I
COG4326	D
COG0473	CE
COG0472	M
COG0471	G
COG0470	L
COG0477	GEPR
COG0476	H
COG0475	P
COG0474	P
COG0479	C
COG0478	T
COG4642	S
COG3516	U
COG4506	S
COG5664	O
COG4509	S
COG4508	F
COG3845	R
COG2764	R
COG2766	T
COG2761	O
COG2706	G
COG5640	O
COG4896	S
COG4643	X
COG2768	S
COG3936	G
COG5663	S
COG5662	K
COG4955	S
COG4764	S
COG1056	H
COG1057	H
COG1054	R
COG1055	P
COG1052	CHR
COG1053	C
COG0699	L
COG0698	G
COG0697	GER
COG0696	G
COG0695	O
COG0694	O
COG0693	R
COG0692	L
COG1058	R
COG0690	U
COG0051	J
COG0050	J
COG0053	P
COG0052	J
COG0055	C
COG0054	H
COG0057	G
COG0056	C
COG0059	EH
COG0058	G
COG0505	EF
COG0504	F
COG0503	F
COG0502	H
COG0501	O
COG0500	QR
COG1728	S
COG4008	K
COG5646	S
COG4219	T
COG1729	R
COG4215	E
COG4214	G
COG4213	G
COG3506	S
COG0183	I
COG0182	E
COG0181	H
COG0180	J
COG0187	L
COG0186	J
COG0185	J
COG0184	J
COG1452	M
COG1453	R
COG1450	U
COG0188	L
COG1456	C
COG1457	F
COG1454	C
COG1455	G
COG1632	J
COG1633	P
COG1630	L
COG1631	J
COG1636	R
COG1487	R
COG1634	S
COG1635	H
COG2901	K
COG2900	S
COG1638	G
COG1486	G
COG2905	T
COG2904	J
COG2907	R
COG2906	P
COG1489	GT
COG3640	O
COG3415	X
COG1488	H
COG5460	S
COG3851	T
COG4006	V
COG5644	S
COG5339	S
COG5338	S
COG5331	S
COG5330	S
COG5337	M
COG5336	C
COG4726	NW
COG3414	G
COG0244	J
COG3416	S
COG3417	M
COG2839	S
COG2838	C
COG3412	T
COG0245	I
COG2835	S
COG2834	M
COG2837	P
COG2836	P
COG2831	U
COG0246	G
COG2833	S
COG2832	S
COG0247	C
COG3795	S
COG0240	C
COG0241	E
COG5379	I
COG4878	S
COG0242	J
COG1129	G
COG1126	E
COG1127	M
COG1124	EP
COG1125	E
COG1122	PR
COG1123	O
COG1120	PH
COG1121	P
COG5244	D
COG3752	R
COG4997	R
COG4392	E
COG4408	S
COG4037	C
COG4036	C
COG4035	S
COG4034	S
COG4033	S
COG4032	H
COG4031	S
COG4030	R
COG5317	S
COG3108	S
COG4039	C
COG4038	C
COG4723	X
COG3642	J
COG3754	M
COG4940	X
COG3693	G
COG4885	S
COG4589	R
COG4338	S
COG4401	E
COG4339	R
COG0864	K
COG0860	M
COG0861	P
COG0863	L
COG3422	S
COG4863	T
COG4690	E
COG3980	M
COG3695	K
COG4588	M
COG4391	S
COG0744	M
COG3964	R
COG3429	G
COG3966	M
COG3196	S
COG3960	Q
COG3961	GHR
COG3962	G
COG3428	S
COG3058	CO
COG2703	T
COG3968	E
COG3969	R
COG3059	S
COG3335	X
COG2169	L
COG2168	O
COG4396	X
COG3334	N
COG2163	J
COG2162	Q
COG2161	V
COG2160	G
COG2167	J
COG2166	O
COG2165	NUW
COG2164	S
COG4390	S
COG1943	X
COG4336	S
COG3331	R
COG4337	S
COG3330	S
COG4693	P
COG4692	GM
COG4397	X
COG3057	L
COG4697	S
COG3333	R
COG4695	X
COG4694	J
COG3050	L
COG4699	S
COG3332	S
COG3859	H
COG3051	C
COG1573	L
COG2221	P
COG2222	M
COG2223	P
COG2224	C
COG2225	C
COG2226	H
COG2227	H
COG2229	U
COG1939	J
COG1938	R
COG3368	R
COG3369	S
COG1931	R
COG1930	P
COG1933	L
COG1932	HE
COG1935	S
COG1934	M
COG1937	K
COG1936	F
COG4359	E
COG3848	T
COG4395	I
COG5341	S
COG4657	C
COG1805	C
COG1804	I
COG1807	M
COG1806	T
COG1801	S
COG1800	R
COG1803	G
COG1802	K
COG2354	S
COG2355	E
COG2356	L
COG2357	FT
COG1809	H
COG1808	S
COG2352	C
COG2353	R
COG3419	NW
COG4923	R
COG3527	Q
COG5164	K
COG3779	S
COG3778	X
COG3775	G
COG3774	M
COG3777	I
COG3776	S
COG3771	S
COG3770	M
COG3773	DM
COG3772	M
COG4654	C
COG5160	O
COG3179	R
COG3178	R
COG3177	K
COG3176	R
COG3175	CO
COG3174	S
COG3173	R
COG3172	H
COG3171	S
COG3170	NW
COG5044	O
COG4653	X
COG0460	E
COG0461	F
COG0462	FE
COG0463	M
COG0464	MDT
COG0465	O
COG0466	O
COG0467	T
COG0468	L
COG0469	G
COG4587	R
COG4512	KT
COG4728	S
COG4517	S
COG4518	X
COG4519	S
COG5637	S
COG5042	F
COG4260	O
COG2849	V
COG2770	T
COG2771	K
COG4577	QC
COG4586	R
COG0266	L
COG0267	J
COG0264	J
COG0265	O
COG0262	H
COG0263	E
COG0260	E
COG0261	J
COG3083	M
COG3082	S
COG3081	S
COG3080	C
COG3087	D
COG3086	T
COG0268	J
COG0269	G
COG1023	G
COG1022	I
COG1021	Q
COG1020	Q
COG0688	I
COG0689	J
COG1025	O
COG1024	I
COG0684	J
COG0685	E
COG1029	C
COG0687	E
COG0680	C
COG0681	U
COG0682	M
COG0683	E
COG4275	S
COG3846	U
COG4795	U
COG0518	F
COG0519	F
COG0048	J
COG0049	J
COG0514	L
COG0515	T
COG0516	F
COG0517	T
COG0510	H
COG0511	HI
COG0512	EH
COG0513	L
COG3555	O
COG3554	S
COG3557	S
COG3556	S
COG3551	S
COG3550	T
COG3553	S
COG3552	S
COG4271	R
COG4206	H
COG3559	U
COG3558	S
COG4270	S
COG0190	H
COG0191	G
COG0192	H
COG0193	J
COG0194	F
COG0195	K
COG0196	H
COG0197	J
COG0198	J
COG0199	J
COG4911	S
COG3589	S
COG3799	E
COG3798	S
COG5005	X
COG4022	S
COG4023	U
COG3844	E
COG1481	K
COG1480	R
COG1483	R
COG1482	G
COG1485	R
COG1484	L
COG1339	H
COG1338	N
COG1337	V
COG1336	V
COG1335	HR
COG1334	R
COG1333	CO
COG1332	V
COG1331	R
COG1330	L
COG5328	S
COG5321	S
COG5322	R
COG5323	X
COG3843	U
COG4016	S
COG3421	S
COG3420	P
COG2828	C
COG2829	M
COG3425	I
COG3424	Q
COG3427	C
COG3426	C
COG2822	P
COG2823	S
COG2820	F
COG2821	M
COG2826	X
COG2827	L
COG2824	K
COG2825	MO
COG4388	X
COG3842	E
COG5631	K
COG1159	J
COG1158	K
COG1153	C
COG1152	C
COG1151	PC
COG1150	C
COG1157	NU
COG1156	C
COG1155	C
COG1154	HI
COG3405	G
COG5256	J
COG5257	J
COG2610	GR
COG4592	P
COG2916	K
COG2917	D
COG2914	V
COG2915	XT
COG2912	T
COG2913	M
COG2910	R
COG2911	U
COG4028	R
COG3677	X
COG2918	H
COG2919	D
COG3840	H
COG4890	S
COG3741	E
COG3202	C
COG5633	S
COG4895	S
COG4385	X
COG3670	Q
COG4727	S
COG4894	S
COG0859	M
COG0858	J
COG0851	D
COG0850	D
COG0853	H
COG0852	C
COG0855	P
COG0854	H
COG0857	R
COG0856	F
COG4017	S
COG5433	X
COG4898	S
COG4384	X
COG3671	S
COG5435	S
COG5597	M
COG4658	C
COG4343	V
COG3951	N
COG3950	R
COG3953	X
COG3952	R
COG3955	M
COG2262	J
COG3957	G
COG3672	O
COG3959	G
COG3958	G
COG5649	S
COG1365	R
COG2178	R
COG2179	R
COG5487	S
COG5486	S
COG4870	O
COG5480	S
COG5483	S
COG5482	S
COG2170	O
COG2171	E
COG2172	T
COG2173	M
COG2174	J
COG2175	Q
COG2176	L
COG2177	D
COG3883	S
COG3882	I
COG3881	S
COG3880	O
COG3887	T
COG3886	L
COG3885	Q
COG3884	I
COG3889	S
COG3888	K
COG5595	R
COG4680	J
COG4681	S
COG4029	S
COG4683	S
COG4684	S
COG4685	S
COG4687	S
COG4688	S
COG4394	S
COG1926	R
COG1927	C
COG1924	I
COG1925	TG
COG1922	M
COG1923	T
COG1920	H
COG1921	J
COG2215	P
COG2214	K
COG2217	P
COG2216	P
COG2211	G
COG2210	C
COG1928	O
COG1929	G
COG0064	J
COG3319	Q
COG3318	S
COG0065	E
COG3313	R
COG3312	C
COG3311	KX
COG3310	S
COG3317	S
COG1599	L
COG3315	Q
COG3314	S
COG4380	S
COG4012	S
COG1598	V
COG4393	S
COG4409	GM
COG5639	S
COG4383	X
COG1593	G
COG1592	C
COG4279	S
COG1591	L
COG1812	H
