0.250000	6	0	0.000000	0.000000
0.500000	6	0	0.000000	0.000000
0.750000	6	0	0.000000	0.000000
1.000000	6	0	0.000000	0.000000
1.250000	6	0	0.000000	0.000000
1.500000	6	0	0.000000	0.000000
1.750000	6	0	0.000000	0.000000
2.000000	6	0	0.000000	0.000000
2.250000	6	0	0.000000	0.000000
2.500000	6	0	0.000000	0.000000
2.750000	4	1	0.000000	0.000000
3.000000	3	1	0.000000	0.000000
4.000000	1	1	0.000000	0.000000
5.000000	1	1	0.000000	0.000000
6.000000	1	1	0.000000	0.000000
7.000000	1	1	0.000000	0.000000
8.000000	1	1	0.000000	0.000000
9.000000	1	1	0.000000	0.000000
10.000000	1	1	0.000000	0.000000
